N°_dépôt;N°_caisse;Localité;Année;N°_cantonal;Lieu-dit;N°_terrain;Récolement_LM_2021;Matière;Caractéristique;Description_de_l'objet;Ramassage_surface;Déblais;N°_couche;Situation;Altitude;Loc_Nord;Loc_Sud;N°_structure;N°_décapage;UF;Date_découverte;Période_culturelle;Datation;Année_de_restauration;Etat_de_conservation;N°_Photos_DE;Fiche_ITMS_oui;Fiche_ITMS_non;Publication;Dessin_(+_échelle);Inventorier_le,_par_Nom_/_date;Envoi_MR;Remarque_restauration;Retour_MR;Remarque
Spira;33;CHE;2012;8367;BR;3731;x;lit;sil;éclat;;;4;;;;;;;Z6;21.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8368;BR;3732;x;lit;sil;éclat cortical;;;3;;;;;;;Z6;21.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8369;BR;3732;x;lit;sil;pointe à tronquature oblique;;;3;;;;;;;Z6;21.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8370;BR;3732;x;lit;sil;éclat;;;3;;;;;;;Z6;21.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8371;BR;3714;x;lit;sil;lamelle;;;4;sommet;;;;;;Z7;19.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8372;BR;3714;x;lit;sil;éclat;;;4;sommet;;;;;;Z7;19.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8373;BR;3714;x;lit;sil;éclat;;;4;sommet;;;;;;Z7;19.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8374;BR;3716;x;lit;sil;nucléus;;;4;;;;;;;Z7;19.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8375;BR;2772;x;lit;sil;grattoir unguiforme;;;3;;;;;;;Z8;21.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8376;BR;2773;x;lit;sil;éclat;;;3;;;;;;;Z8;21.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8377;BR;2774;x;lit;sil;nucléus;;;3;;;;;;;Z8;21.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8378;BR;2775;x;lit;sil;fnucléus;;;3;;;;;;;Z8;21.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8379;BR;2776;x;lit;sil;grattoir unguiforme?;;;3;;;;;;;Z8;21.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8380;BR;2777;x;lit;sil;éclat cortical;;;4;;;;;;;Z8;21.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8381;BR;2778;x;lit;sil;lamelle corticale;;;4;;;;;;;Z8;21.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8382;BR;2779;x;lit;sil;lame corticale;;;4;;;;;;;Z8;21.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8383;BR;2828;x;lit;sil;éclat cortical;;;3;base;;;;;;Z8;21.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8384;BR;3712;x;lit;sil;éclat cortical;;;3;base;;;;;;Z8;19.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8385;BR;3715;x;lit;sil;nucléus ;;;4;sommet;;;;;;Z8-9;19.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8386;BR;3715;x;lit;sil;éclat cortical;;;4;sommet;;;;;;Z8-9;19.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8387;BR;2577;x;lit;sil;éclat cortical;;;3;;;;;;;Z9;14.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8388;BR;2577;x;lit;sil;fragment lamelle;;;3;;;;;;;Z9;14.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8389;BR;2602;x;lit;sil;lame ;;;3;base;;;;;;Z9;14.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8390;BR;2602;x;lit;sil;lamelle corticale;;;3;base;;;;;;Z9;14.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8391;BR;2603;x;lit;sil;éclat cortical retouché ;;;3;base;;;;;;Z9;14.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8392;BR;2604;x;lit;sil;lame retouchée;;;3;sommet;;;;;;Z9;14.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8393;BR;2605;x;lit;sil;lamelle corticale;;;4;;;;;;;Z9;14.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8394;BR;2606;x;lit;sil;lamelle corticale;;;4;;;;;;;Z9;14.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8395;BR;2607;x;lit;sil;lame retouchée;;;4;;;;;;;Z9;14.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8396;BR;2765;x;lit;sil;fragment lame;;;4;;;;;;;Z9;20.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8397;BR;3713;x;lit;sil;lamelle;;;4;sommet;;;;;;Z9;19.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8398;BR;3713;x;lit;sil;lame à encoche;;;4;sommet;;;;;;Z9;19.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8399;BR;3713;x;lit;sil;lame retouchée?;;;4;sommet;;;;;;Z9;19.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8400;BR;2462;x;lit;sil;éclat;;;3;base;;;;;;Z10;13.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8401;BR;2462;x;lit;sil;éclat;;;3;base;;;;;;Z10;13.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8402;BR;2463;x;lit;sil;lame corticale;;;4;sommet;;;;;;Z10;13.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8403;BR;2463;x;lit;sil;fragment lame retouchée;;;4;sommet;;;;;;Z10;13.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8404;BR;2464;x;lit;sil;nucléus;;;3;base;;;;;;Z10;13.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8405;BR;2465;x;lit;sil;grattoir cortical unguiforme;;;4;sommet;;;;;;Z10;13.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8406;BR;56;x;lit;sil;nucléus  ;;;3 ?;préparation coupe;;;;2A';;;23.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8407;BR;56;x;lit;sil;lamelle retouchée?;;;3 ?;préparation coupe;;;;2A';;;23.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8408;BR;7;x;lit;sil;fragment lamelle;;;;;;;;3;Sud, nettoy.;;14.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8409;BR;11;x;lit;sil;éclat;;;3;base ;;;;3;1/4 N-E;;15.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8410;BR;26;x;lit;sil;esquille;;;3 / 4;;;;;3;Quart N-E;;15.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8411;BR;26;x;lit;sil;micro lamelle;;;3 / 4;;;;;3;Quart N-E;;15.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8412;BR;2;x;lit;sil;éclat;;;;;;;;10;0;G6;;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8413;BR;7;x;lit;sil;éclat;;;3;détournage (dég. en vue plâtrage);;;;10;;G6;5.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8414;BR;3;x;lit;sil;éclat;;;;;;;;16;manuel;H10;18.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8415;BR;3;x;lit;sil;éclat;;;;;;;;16;manuel;H10;18.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8418;BR;19;x;lit;sil;lamelle corticale;;;;sur empierrement;;;;60;man;C10;29.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8419;BR;51;x;lit;sil;grattoir cortical;;;3;sous empierrement;;;;60;mach;C8;;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8420;BR;7;x;lit;sil;éclat cortical (grattoir?);;;;;;;;62;vid. fosse N-W;D10;31.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8421;BR;19;x;lit;sil;éclat cortical (pointe?);;;3 / 4;;;;;62;vid. fosse N-E;D10;4.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8422;BR;14;x;lit;sil;éclat;;;3 / 4;préparation coupe N;;;;74;;;24.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8423;BR;6;x;lit;sil;éclat cortical   ;;;3;;;;;75;man pour cpe;H10;18.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8424;BR;2;x;lit;sil;éclat cortical retouché (grattoir?);;;3;base encaissant;;;;81;;K6;22.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8425;BR;5;x;lit;sil;grattoir cortical ;;;R1;;;;;81;2, 1/4 SW;K6;22.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8426;BR;56;x;lit;sil;fragment lamelle;;;R1;;;;;81;4, 1/4 SE;K6;28.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8427;BR;1;x;lit;sil;lame cortical;;;4;;;;;94;;E6;1.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8428;BR;2;x;lit;sil;pointe corticale ?;;;4;;;;;94;;E6;1.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8429;BR;3;x;lit;sil;lame  ;;;4;;;;;94;;E6;1.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8430;BR;3;x;lit;sil;éclat cortical;;;;;;;;96;vid;J4;20.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8431;BR;3;x;lit;sil;1 nucléus;;;4;;;;;106;;E3;1.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8432;BR;1;x;lit;sil;trapèze ;;;4;;;;;100;;E4;1.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8433;BR;11;x;lit;sil;lame retouchée ?;;;R1;coupe B' A';;;;110;;F6;14.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8434;BR;2;x;lit;sil;grattoir en bout de lame;;;4 ?;;;;;129;vid;F5;13.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8435;BR;5;x;lit;sil;éclat;;;;encaissant;;;;135;;G3;14.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8436;BR;3;x;lit;sil;éclat;;;4.1;sommet;;;;139;coupe;HE;19.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8437;BR;9;x;lit;sil;éclat;;;;;;;;148;1 ouest;K3;26.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8438;BR;5;x;lit;sil;éclat (burin?);;;;;;;;160b;;L2;29.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8439;BR;11;x;lit;sil;éclat cortical;;;;;;;;160b;vid N;L2;3.07;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8440;BR;1;x;lit;sil;grattoir cortical  ?;;;;encaissant;;;;178;;G7;19.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8441;BR;1;x;lit;sil;rognon testé;;;;;;;;189;;L7;21.06;;;;;;;;;;;;;;
Spira;33;CHE;2012;8442;BR;2;x;lit;sil;nucléus;;;;;;;;189;;L7;21.06;;;;;;;;;;;;;;
Spira;33;CHE;2012;8443;BR;3;x;lit;sil;rognon testé;;;;;;;;189;;L7;21.06;;;;;;;;;;;;;;
Spira;33;CHE;2012;8444;BR;4;x;lit;sil;flan de nucléus;;;;;;;;189;;L7;21.06;;;;;;;;;;;;;;
Spira;33;CHE;2012;8445;BR;5;x;lit;sil;nucléus;;;;;;;;189;;L7;21.06;;;;;;;;;;;;;;
Spira;33;CHE;2012;8446;BR;6;x;lit;sil;nucléus;;;;;;;;189;;L7;21.06;;;;;;;;;;;;;;
Spira;33;CHE;2012;8447;BR;7;x;lit;sil;nucléus;;;;;;;;189;;L7;21.06;;;;;;;;;;;;;;
Spira;33;CHE;2012;8448;BR;8;x;lit;sil;nucléus;;;;;;;;189;;L7;21.06;;;;;;;;;;;;;;
Spira;33;CHE;2012;8449;BR;9;x;lit;sil;nucléus;;;;;;;;189;;L7;21.06;;;;;;;;;;;;;;
Spira;33;CHE;2012;8450;BR;10;x;lit;sil;nucléus;;;;;;;;189;;L7;21.06;;;;;;;;;;;;;;
Spira;33;CHE;2012;8451;BR;11;x;lit;sil;nucléus;;;;;;;;189;;L7;21.06;;;;;;;;;;;;;;
Spira;33;CHE;2012;8452;BR;2;x;lit;sil;lame à tronquature retouchée?;;;R2;;;;;195;;G7;21.06;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8453;BR;7;x;lit;sil;éclat cortical;;;;;;;;202;surface;X9;22.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8454;BR;7;x;lit;sil;éclat;;;;;;;;202;surface;X9;22.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8455;BR;7;x;lit;sil;esquille;;;;;;;;202;surface;X9;22.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8456;BR;13;x;lit;sil;lame ;;;2.4;;;;;202;;X9;25.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8457;BR;13;x;lit;sil;éclat;;;2.4;;;;;202;;X9;25.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8458;BR;17;x;lit;sil;fragment lamelle corticale;;;3;;;;;202;;X9;29.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8459;BR;6;x;lit;sil;éclat chauffé;;;;coupe SW-NE;;;;204;;Z10;22.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8460;BR;9;x;lit;sil;nucléus;;;;coupe SW-NE;;;;204;;Z10;22.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8461;BR;10;x;lit;sil;éclat  ;;;;coupe SW-NE;;;;204;;Z10;22.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8462;BR;11;x;lit;sil;éclat cortical ;;;4;remplissage 1 base;;;;208 - 209;;Z10;27.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8463;BR;17;x;lit;sil;éclat (pointe ?);;;R3;;;;;208 - 209;;Z10;28.08;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8464;BR;1;x;lit;sil;lame;;;;;;;;226;;Z8;20.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8465;BR;4;x;lit;sil;éclat;;;;;;;;231;;W/X 8;27.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8466;BR;4;x;lit;sil;lame;;;;;;;;231;;W/X 8;27.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8467;BR;4;x;lit;sil;éclat;;;;;;;;231;;W/X 8;27.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8468;BR;60;x;lit;sil;éclat;;;;;;;;233;;Y8;11.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8469;BR;1;x;lit;sil;grattoir;;;;;;;;234;;Y8;24.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8470;BR;6;x;lit;sil;éclat;;;;;;;;234;;Y8;27.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8471;BR;11;x;lit;sil;esquille;;;R3;;;;;243;;V7;29.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8472;BR;8;x;lit;sil;éclat cortical;;;R1;;;;;244;1;Y8;24.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8473;BR;9;x;lit;sil;éclat;;;R1;;;;;244;;Y8;25.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8474;BR;3;x;lit;sil;esquille;;;;;;;;247;1, 1/2 ouest;Y7-8;24.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8475;BR;3;x;lit;sil;esquille;;;;;;;;247;1, 1/2 ouest;Y7-8;24.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8476;BR;4;x;lit;sil;éclat cortical;;;;;;;;247;2, 1/2 ouest;Y7-8;24.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8477;BR;6;x;lit;sil;esquille;;;;;;;;247;2, 1/2 ouest;Y7-8;24.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8478;BR;4;x;lit;sil;lamelle;;;;;;;;256;;B10;17.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8479;BR;7;x;lit;sil;éclat (grattoir?);;;;;;;;256;;B10;19.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8480;BR;5;x;lit;sil;éclat cortical;;;;;;;;257;;C10;17.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8481;BR;5;x;lit;sil;fragment lamelle;;;;;;;;257;;C10;17.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8482;BR;13;x;lit;sil;pointe retouchée sur lame;;;;;;;;257;1;C10;19.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8483;BR;1;x;lit;sil;éclat cortical;;;;;;;;259;;WX7;18.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8484;BR;4;x;lit;sil;éclat;;;;remplissage;;;;261;;X8;27.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8485;BR;3;x;lit;sil;lamelle montbani;;;;;;;;262;;Y8;26.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8486;BR;3;x;lit;sil;trapèze;;;;;;;;262;;Y8;26.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8487;BR;3;x;lit;sil;;;;;;;;;262;;Y8;26.09;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8488;BR;11;x;lit;sil; éclat;;;R1;;;;;262;1;Y8;03.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8489;BR;25;x;lit;sil;éclat;;;R3;base;;;;262;3 vidange;Y8;15.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8490;BR;8;x;lit;sil;éclat cortical;;;4;;;;;264;préparation cp;YZ8;23.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8491;BR;6;x;lit;sil;fragment lamelle corticale;;;3;coupe;;;;266;;Z8;30.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8492;BR;7;x;lit;sil;éclat cortical ;;;3 ;coupe;;;;266;;Z8;30.10;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8493;BR;1;x;lit;sil;éclat;;;3;;;;;269;;Y9;06.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8494;BR;3;x;lit;sil;éclat ;;;3;;;;;269;;Y9;06.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8495;BR;3;x;lit;sil;éclat;;;2.4 / 3;;;;;272;;Y6;08.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8496;BR;21;x;lit;sil;lame avec encoche;;;3;;;;;272;1;Y6;15.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8497;BR;21;x;lit;sil;éclat cortical;;;3;;;;;272;1;Y6;15.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8498;BR;21;x;lit;sil;lamelle avec encoche;;;3;;;;;272;1;Y6;15.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8499;BR;21;x;lit;sil;éclat;;;3;;;;;272;1;Y6;15.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8500;BR;21;x;lit;sil;pointe ;;;3;;;;;272;1;Y6;15.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8501;BR;21;x;lit;sil;esquille;;;3;;;;;272;1;Y6;15.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8502;BR;21;x;lit;sil;éclat cortical;;;3;;;;;272;1;Y6;15.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8503;BR;22;x;lit;sil;éclat;;;4.1;sommet;;;;272;1;Y6;15.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8504;BR;12;x;lit;sil;éclat;;;3;;;;;276><273;;Y6;16.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8505;BR;7;x;lit;sil;éclat lamélaire;;;3;;;;;273;;Y6;09.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8506;BR;7;x;lit;sil;fragment lamelle;;;3;;;;;273;;Y6;09.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8507;BR;7;x;lit;sil;esquille;;;3;;;;;273;;Y6;09.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8508;BR;12;x;lit;sil; nucléus;;;4;sommet;;;;273;;Y6;09.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8509;BR;12;x;lit;sil;lamelle à encoches;;;4;sommet;;;;273;;Y6;09.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8510;BR;6;x;lit;sil;éclat;;;R3;;;;;274;3 (1/2 N);Y6;22.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8511;BR;10;x;lit;sil;1 pointe de flèche néol.;;;3;sommet;469,90;;;276><272;;Y6;15.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8512;BR;15;x;lit;sil;lamelle retouchée ?;;;4.1;coupe S;;;;274;;Y6;22.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8513;BR;15;x;lit;sil;éclat;;;4.1;coupe S;;;;274;;Y6;22.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8514;BR;15;x;lit;sil;fragment lame;;;4.1;coupe S;;;;274;;Y6;22.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8515;BR;24;x;lit;sil;nucléus;;;3;encaissant;;;;274;vidange (1/2 S) ;Y6;26.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8516;BR;3;x;lit;sil;éclat;;;3;base;;;;275;1, 1/2 nord;Y6;13.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8517;BR;5;x;lit;sil;éclat cortical;;;4.1;coupe N 2;;;;275;;Y6;13.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8518;BR;3;x;lit;sil;éclat;;;4;;;;;276;;Y6;16.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8519;BR;3;x;lit;sil;éclat;;;4;;;;;276;;Y6;16.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8520;BR;15;x;lit;sil;éclat avec encoche ?;;;4.1;proximité W ;;;;276;;Y6;16.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8521;BR;15;x;lit;sil;éclat;;;4.1;proximité W ;;;;276;;Y6;16.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8522;BR;15;x;lit;sil;esquille;;;4.1;proximité W ;;;;276;;Y6;16.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8523;BR;3;x;lit;sil;éclat;;;R1;;;;;282;;Z9;21.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8524;BR;6;x;lit;sil;esquille ;;;;;;;;284;1;A11;16.01;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8525;BR;4;x;lit;sil;éclat;;;3;base, proximité Sud str 286 / 287;;;;286;;X9;26.11;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8526;BR;84;x;lit;sil;éclat cortical;;;;M3;;;;289;1;C11;07.12;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;8527;BR;2;x;lit;sil;éclat cortical;;;R2;;;;;291;;A11;4.12;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10354;BR;372;x;lit;sil;fragement;;;3;milieu;;;;;;C5;14.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10355;BR;373;x;lit;sil;fragment;;;3;base;;;;;;C5;14.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10356;BR;374;x;lit;sil;fragment;;;3;base;;;;;;C5;14.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10357;BR;430;x;lit;sil;nucléus;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10358;BR;430;x;lit;sil;éclat;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10359;BR;430;x;lit;sil;éclat;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10360;BR;430;x;lit;sil;éclat;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10361;BR;430;x;lit;sil;lame;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10362;BR;430;x;lit;sil;éclat;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10363;BR;430;x;lit;sil;éclat;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10364;BR;430;x;lit;sil;éclat;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10365;BR;430;x;lit;sil;éclat;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10366;BR;430;x;lit;sil;éclat;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10367;BR;430;x;lit;sil;lame;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10368;BR;430;x;lit;sil;éclat;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10369;BR;430;x;lit;sil;éclat;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10370;BR;430;x;lit;sil;éclat;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10371;BR;430;x;lit;sil;éclat;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10372;BR;430;x;lit;sil;vrac esquilles;;;3;base;;;;;;C3;11.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10379;BR;429;x;lit;sil;éclat;;;3;base;;;;;;A10;15.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10380;BR;429;x;lit;sil;éclat;;;3;base;;;;;;A10;15.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10381;BR;429;x;lit;sil;éclat cortical;;;3;base;;;;;;A10;15.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10382;BR;?;x;lit;sil;éclat;;;3;base;;;;;;A10;15.05;;;;;;;;;;lm 2014;;;;
Spira;33;CHE;2012;10383;BR;?;x;lit;sil;esquille;;;3;base;;;;;;A10;15.05;;;;;;;;;;lm 2014;;;;
