,idx,N°_dépot,N°_caisse,Localité,année,N°_cantonal,Lieu_dit,N°_terrain,Matière,Caractéristique,Description_de_l_objet,Altitude,UF,Période_culturelle,Année_de_restauration,Etat_de_conservation,Fiche_ITMS_non,Remarque_restauration,Coord_X,Coord_Y,Mat_prem,Typologie,Integrite,Etat_surface,Longueur,Largeur,Epaisseur,Poids,Type_de_talon,Bulbe,Levre,Esquille_bulbaire,Retouche,Cortex,Dessin,Remarque,Technologie,Accident
0,6,Spira,33,CHE,2012,7827,BR,416,lit,sil,nucléus,,A5,,,,,,0.0,5.0,1,,DI,,35.1,26.6,22.1,,IN,IN,IN,IN,,,,,Nucléus,
1,13,Spira,33,CHE,2012,7834,BR,416,lit,sil,lamelle retouchée,,A5,,,,,,0.0,5.0,1,,ME,,47.6,11,4.5,,IN,IN,IN,IN,7834,,,,Lamelle,
2,14,Spira,33,CHE,2012,7835,BR,416,lit,sil,nucléus ?,,A5,,,,,,0.0,5.0,1,,IN,,27.7,21.8,15,,IN,IN,IN,IN,,,,à voir,Nucléus,
3,19,Spira,33,CHE,2012,7840,BR,670,lit,sil,lamelle,,A6,,,,,,0.0,6.0,1,,ME,,27.6,8.8,3.7,,IN,IN,IN,IN,,,,,Lamelle,
4,23,Spira,33,CHE,2012,7844,BR,440,lit,sil,lame retouchée,,A7,,,,,,0.0,7.0,7844,,EN,,84.5,25.6,10,,LI,PR,AB,AB,7844,7844,7844,,Lame,
5,25,Spira,33,CHE,2012,7846,BR,440,lit,sil,lamelle ,,A7,,,,,,0.0,7.0,7832,,DI,,36.4,16.6,5.5,,LI,PR,AB,AB,,,7846,,Lamelle,
6,29,Spira,33,CHE,2012,7850,BR,440,lit,sil,flanc nucléus,,A7,,,,,,0.0,7.0,1,,,,16.7,25.3,11.9,,IN,IN,IN,IN,,,7850,,Nucléus,
7,30,Spira,33,CHE,2012,7851,BR,440,lit,sil,fragment lamelle,,A7,,,,,,0.0,7.0,1,,DI,,"14,2","12,2","2,6",,IN,IN,IN,IN,,,,,Lamelle,
8,33,Spira,33,CHE,2012,7854,BR,440,lit,sil,2 esquilles,,A7,,,,,,0.0,7.0,1,,IN,,"5,1","4,2","1,1",,IN,IN,IN,IN,,,,,Esquille,
9,34,Spira,33,CHE,2012,7855,BR,455,lit,sil,nucléus,,A8,,,,,,0.0,8.0,1,,IN,,"48,8","29,2","22,6",,IN,IN,IN,IN,,,,à voir,Nucléus,
10,35,Spira,33,CHE,2012,7856,BR,456,lit,sil,fragment lame retouchée,,A8,,,,,,0.0,8.0,7856,,DI,,56,"19,6","3,7",,IN,IN,IN,IN,7856,,,,Lame,
11,36,Spira,33,CHE,2012,7857,BR,457,lit,sil,lamelle,,A8,,,,,,0.0,8.0,1,,EN,,"22,2","9,8","3,7",,IN,PR,IN,IN,,,,,Lamelle,
12,37,Spira,33,CHE,2012,7858,BR,457,lit,sil,lamelle,,A8,,,,,,0.0,8.0,1,,EN,,"21,9","9,6","2,7",,PU,PR,AB,AB,,,,,Lamelle,
13,38,Spira,33,CHE,2012,7859,BR,457,lit,sil,Eclat,,A8,,,,,,0.0,8.0,1,,IN,,"13,9","11,3","2,7",,IN,IN,IN,IN,,,,,Éclat,
14,39,Spira,33,CHE,2012,7860,BR,457,lit,sil,esquille,,A8,,,,,,0.0,8.0,1,,IN,,"9,7","5,1","2,1",,IN,IN,IN,IN,,,,,Esquille,
15,41,Spira,33,CHE,2012,7862,BR,283,lit,sil,fragment lame cortical,,A9,,,,,,0.0,9.0,7862,,PX,,"25,1","15,7","4,9",,LI,PR,AB,PR,,7862,,,Lame,
16,42,Spira,33,CHE,2012,7863,BR,283,lit,sil,fragment lamelle,,A9,,,,,,0.0,9.0,7863,,PX,[NULL],"24,9","9,7","1,4",,LI,PR,AB,PR,7863,,,,Lamelle,
17,43,Spira,33,CHE,2012,7864,BR,283,lit,sil,fragmnet lamelle,,A9,,,,,,0.0,9.0,1,,ME,,"15,4","9,8","2,6",,IN,IN,IN,IN,,,,,Lamelle,
18,49,Spira,33,CHE,2012,7870,BR,3749,lit,sil,lamelle retouchée,,A11,,,,,,0.0,11.0,1,,PX,,"47,8","11,4","1,6",,LI,PR,AB,PR,7870,,,,Lamelle,
19,51,Spira,33,CHE,2012,7872,BR,688,lit,sil,nucléus,,B2,,,,,,1.0,2.0,7826,,IN,,"32,4","24,9","18,3",,IN,IN,IN,IN,,7872,,à voir,Nucléus,
20,52,Spira,33,CHE,2012,7873,BR,1707,lit,sil,fragment lamelle ?,,B2,,,,,,1.0,2.0,1,,PX,,"22,6","12,6","3,7",,IN,PR,IN,IN,,,,,Lamelle,
21,55,Spira,33,CHE,2012,7876,BR,1710,lit,sil,"pointe sur lamelle,",,B2,,,,,Armature,1.0,2.0,1,Pointe du Tardenois ?,DI,,"18,2","11,3","4,1",,IN,IN,IN,IN,,,,,Éclat,
22,59,Spira,33,CHE,2012,7880,BR,1713,lit,sil,Éclat,,B2,,,,,,1.0,2.0,1,,EN,,"39,1","33,9","10,5",,LI,PR,AB,PR,,,,,Éclat,
23,60,Spira,33,CHE,2012,7881,BR,1714,lit,sil,nucléus,,B2,,,,,,1.0,2.0,7872,,EN,,"34,3","36,4","18,8",,IN,IN,IN,IN,,7881,,,Nucléus,
24,63,Spira,33,CHE,2012,7884,BR,471,lit,sil,nucléus,,B4,,,,,,1.0,4.0,7826,,IN,,22,"35,2","30,1",,IN,IN,IN,IN,,7884,,,Nucléus,
25,64,Spira,33,CHE,2012,7885,BR,471,lit,sil,nucléus,,B4,,,,,,1.0,4.0,1,,IN,,"30,4","27,9","12,8",,IN,IN,IN,IN,,7885,,à voir,Nucléus,
26,65,Spira,33,CHE,2012,7886,BR,471,lit,sil,gélifract,,B4,,,,,,1.0,4.0,1,,,,,,,,,,,,,,,,Naturel,
27,66,Spira,33,CHE,2012,7887,BR,472,lit,sil,fragment lame,,B4,,,,,,1.0,4.0,1,,PX,,"19,7",15,"5,2",,IN,PR,IN,PR,,,,,Lame,
28,71,Spira,33,CHE,2012,7892,BR,472,lit,sil,lamelle,,B4,,,,,,1.0,4.0,1,,EN,,"31,8","14,7","4,2",,LI,PR,PR,PR,7892,,,,Lamelle,
29,72,Spira,33,CHE,2012,7893,BR,472,lit,sil,fragment lamelle,,B4,,,,,,1.0,4.0,1,,DI,,"22,4",11,"3,8",,IN,PR,IN,IN,,,,,Lamelle,
30,73,Spira,33,CHE,2012,7894,BR,472,lit,sil,fragment lamelle,,B4,,,,,,1.0,4.0,7846,,DI,,"20,6","9,9","4,9",,IN,IN,IN,IN,,,,,Lamelle,
31,74,Spira,33,CHE,2012,7895,BR,472,lit,sil,fragment lamelle,,B4,,,,,Armature,1.0,4.0,1,,DI,,"13,7","10,2","2,3",,IN,IN,IN,IN,7895,,,,Éclat,
32,75,Spira,33,CHE,2012,7896,BR,472,lit,sil,fragment lamelle retouché,,B4,,,,,,1.0,4.0,1,,ME,,"11,8","6,4",2,,IN,IN,IN,IN,7896,,,,Lamelle,
33,76,Spira,33,CHE,2012,7897,BR,472,lit,sil,lamelle corticale,,B4,,,,,,1.0,4.0,1,,PX,,"23,2","7,3","4,1",,IN,PR,IN,IN,,7897,,,Lamelle,
34,77,Spira,33,CHE,2012,7898,BR,472,lit,sil,Eclat,,B4,,,,,,1.0,4.0,7898,,IN,,"2,2","1,1","3,8",,IN,PR,IN,IN,,7898,,,Éclat,
35,78,Spira,33,CHE,2012,7899,BR,472,lit,sil,esquille,,B4,,,,,,1.0,4.0,1,,IN,,"9,9","6,2","2,5",,IN,IN,IN,IN,,,,,Esquille,
36,79,Spira,33,CHE,2012,7900,BR,682,lit,sil,fragment lamelle,,A-B5,,,,,,0.0,5.0,1,,ME,,"15,1","7,7","0,9",,IN,IN,IN,IN,,,,,Lamelle,
37,85,Spira,33,CHE,2012,7906,BR,682,lit,sil,esquille,,A-B5,,,,,,0.0,5.0,1,,PX,,"7,4","4,6","1,3",,LI,PR,AB,AB,,7906,,,Esquille,
38,88,Spira,33,CHE,2012,7909,BR,722,lit,sil,fragment lame corticale,,B6,,,,,,1.0,6.0,7846,,EN,,"24,6","12,7","2,4",,LI,PR,PR,AB,7909,7909,,,Lame,
39,89,Spira,33,CHE,2012,7910,BR,722,lit,sil,pointe retouchée à tronquature,,B6,,,,,,1.0,6.0,1,,,,,,,,,,,,,,,,Néolithique,
40,95,Spira,33,CHE,2012,7916,BR,722,lit,sil,esquille,,B6,,,,,,1.0,6.0,7846,,IN,,9,"7,1","2,4",,IN,IN,IN,IN,,,,,Esquille,
41,96,Spira,33,CHE,2012,7917,BR,722,lit,sil,esquille,,B6,,,,,,1.0,6.0,1,,PX,,"6,9","5,9","1,2",,IN,PR,IN,PR,,,,,Esquille,
42,97,Spira,33,CHE,2012,7918,BR,722,lit,sil,"lamelle retouchée à tronquature, trapèze",,B6,,,,,Armature,1.0,6.0,1,,ME,,"19,4",6,"1,2",,IN,IN,IN,IN,7918,,,,Éclat,
43,98,Spira,33,CHE,2012,7919,BR,722,lit,sil,eclat,,B6,,,,,,1.0,6.0,7846,,PX,,"1,5","15,5","2,3",,IN,PR,IN,IN,7919,,,,Éclat,
44,100,Spira,33,CHE,2012,7921,BR,977,lit,sil,nucléus esquilllé,,B7,,,,,,1.0,7.0,1,,IN,,"36,1",38,"29,5",,IN,IN,IN,IN,,7921,,à voir,Nucléus,
45,101,Spira,33,CHE,2012,7922,BR,978,lit,sil,grattoir,,B7,,,,,,1.0,7.0,1,,EN,,"36,5",25,"6,9",,LI,PR,PR,PR,7922,,,grattoir,Éclat,
46,103,Spira,33,CHE,2012,7924,BR,980,lit,sil,lamelle retouchée,,B7,,,,,,1.0,7.0,1,,EN,,"35,5","10,5",4,,LI,PR,AB,AB,7924,,,,Lamelle,
47,105,Spira,33,CHE,2012,7926,BR,982,lit,sil,trapèze rectange,,B7,,,,,Armature,1.0,7.0,1,Trapèze de Vielle,ME,,"16,5",10,"2,9",,IN,IN,IN,IN,7926,,,,Éclat,
48,106,Spira,33,CHE,2012,7927,BR,982,lit,sil,Éclat,,B7,,,,,,1.0,7.0,1,,EN,,"18,1",9,"3,5",,IN,PR,IN,IN,,7927,,,Éclat,
49,110,Spira,33,CHE,2012,7931,BR,985,lit,sil,lames à encoches,,B7,,,,,,1.0,7.0,7846,,DI,,"49,2",19,"8,1",,IN,IN,IN,IN,7931,,,,Lame,
50,111,Spira,33,CHE,2012,7932,BR,985,lit,sil,esquille,,B7,,,,,,1.0,7.0,1,,IN,,"9,9","11,3","1,9",,IN,PR,IN,IN,,,,,Esquille,
51,112,Spira,33,CHE,2012,7933,BR,473,lit,sil,grattoir,,B8,,,,,,1.0,8.0,1,,EN,,"19,3","21,5","5,8",,IN,PR,IN,PR,7933,,,grattoir,Éclat,
52,113,Spira,33,CHE,2012,7934,BR,473,lit,sil,pointe retouchée,,B8,,,,,Armature,1.0,8.0,7826,Pointe,EN,,"11,7","11,6","4,5",,IN,PR,IN,IN,7934,,,,Éclat,
53,114,Spira,33,CHE,2012,7935,BR,473,lit,sil,sergment de cercle ?,,B8,,,,,Armature,1.0,8.0,1,Segment de cercle,DI,,"20,5","11,6","4,4",,IN,IN,IN,IN,7935,,,,Éclat,
54,115,Spira,33,CHE,2012,7936,BR,473,lit,sil,lamelle à tronquature,,B8,,,,,,1.0,8.0,1,,DI,,"21,3","11,3","2,2",,IN,IN,IN,IN,7936,,,,Lamelle,
55,116,Spira,33,CHE,2012,7937,BR,473,lit,sil,"lamelle à tronquatures, Trapeze ?",,B8,,,,,,1.0,8.0,7846,,ME,,"20,5","9,2","2,7",,IN,IN,IN,IN,,,,,Lamelle,
56,117,Spira,33,CHE,2012,7938,BR,473,lit,sil,lamelle à tronquatures,,B8,,,,,,1.0,8.0,7846,,ME,,"11,3","1,7","3,8",,IN,IN,IN,IN,7938,,,,Lamelle,
57,118,Spira,33,CHE,2012,7939,BR,473,lit,sil,"lamelle, Segment de cercle?",,B8,,,,,,1.0,8.0,1,,DI,,"28,3","10,8",5,,IN,PR,IN,IN,,,,,Lamelle,
58,119,Spira,33,CHE,2012,7940,BR,473,lit,sil,lamelle,,B8,,,,,,1.0,8.0,1,,DI,,"18,6","9,8","5,3",,IN,IN,IN,IN,,,,,Lamelle,
59,136,Spira,33,CHE,2012,7957,BR,473,lit,sil,esquille,,B8,,,,,,1.0,8.0,1,,IN,,"7,6","4,2","2,3",,IN,IN,IN,IN,,,,,Esquille,
60,137,Spira,33,CHE,2012,7958,BR,473,lit,sil,esquille,,B8,,,,,,1.0,8.0,1,,IN,,"8,9","4,7","0,7",,IN,IN,IN,IN,,,,,Esquille,
61,138,Spira,33,CHE,2012,7959,BR,555,lit,sil,Lame ? Pointe?,,B8,,,,,,1.0,8.0,1,,PX,,"11,1","12,1","2,6",,PU,PR,AB,PR,,,,,Lame,
62,141,Spira,33,CHE,2012,7962,BR,477,lit,sil,fragment lamelle corticale,,B9,,,,,,1.0,9.0,1,,PX,,"14,3","10,5","2,3",,LI,PR,PR,PR,,7962,,,Lamelle,
63,145,Spira,33,CHE,2012,7966,BR,479,lit,sil,lamelle,,B9,,,,,,1.0,9.0,1,,PX,,"32,5","10,2","3,8",,LI,PR,PR,AB,,,,,Lame,
64,146,Spira,33,CHE,2012,7967,BR,479,lit,sil,lame retouchée,,B9,,,,,,1.0,9.0,1,,PX,,"35,6","11,8","2,9",,PU,PR,AB,AB,7967,,,,Lamelle,
65,147,Spira,33,CHE,2012,7968,BR,482,lit,sil,lame corticale,,B10,,,,,,1.0,10.0,,,EN,,"31,1","13,3","3,3",,PU,PR,AB,AB,,7968,,,Lamelle,
66,149,Spira,33,CHE,2012,7970,BR,482,lit,sil,,,B10,,,,,,1.0,10.0,1,,ME,,"8,3","3,8","0,9",,IN,IN,IN,IN,,,,,Esquille,
67,153,Spira,33,CHE,2012,7974,BR,288,lit,sil, lame corticale,,C2,,,,,,2.0,2.0,1,,DI,,"35,2","17,8","6,2",,IN,DI,IN,IN,7974,7974,,,Lame,
68,156,Spira,33,CHE,2012,7977,BR,750,lit,sil,lamelle ?,,C6,,,,,,2.0,6.0,1,,LAT,,"24,2","7,4","2,7",,IN,IN,IN,IN,Base ?,,,,Lamelle,
69,157,Spira,33,CHE,2012,7978,BR,750,lit,sil,fragment de lame,,C6,,,,,,2.0,6.0,1,,ME,,"17,8","15,4","3,7",,IN,IN,IN,IN,,,,,Lame,
70,158,Spira,33,CHE,2012,7979,BR,750,lit,sil,lame ?,,C6,,,,,,2.0,6.0,1,,EN,,"39,4","13,3","7,1",,LI,PR,AB,AB,,7979,,,Lame,
71,173,Spira,33,CHE,2012,7994,BR,750,lit,sil,esquille,,C6,,,,,,2.0,6.0,1,,IN,,"4,9","4,4","0,7",,IN,IN,IN,IN,,,,,Esquille,
72,176,Spira,33,CHE,2012,7997,BR,992,lit,sil,lame coritcale ?,,C7,,,,,,2.0,7.0,1,,PX,,"39,1","16,2",5,,CO,DI,AB,AB,,7997,,,Lame,
73,179,Spira,33,CHE,2012,8000,BR,1172,lit,sil,fragment lamelle ?,,C8,,,,,,2.0,8.0,1,,PX,,"26,2","11,3","3,5",,PU,PR,IN,PR,8000,,,,Lame,
74,180,Spira,33,CHE,2012,8001,BR,1173,lit,sil, nucléus,,C8,,,,,,2.0,8.0,1,,,,"33,8","38,7","21,8",,,,,,,,,,Nucléus,
75,182,Spira,33,CHE,2012,8003,BR,1175,lit,sil,fragment lamelle,,C8,,,,,,2.0,8.0,1,,PX,,"7,4","10,2","1,7",,IN,PR,IN,IN,,,,,Lamelle,
76,183,Spira,33,CHE,2012,8004,BR,1176,lit,sil,fragment lamelle,,C8,,,,,,2.0,8.0,1,,ME,,17,"8,4","1,6",,IN,DI,IN,IN,8004,,,,Lamelle,
77,184,Spira,33,CHE,2012,8005,BR,1177,lit,sil,lame à tronquatures,,C8,,,,,,2.0,8.0,1,,ME,,"11,5","12,1","4,2",,IN,DI,IN,IN,,,,Trapèze ?,Lame,
78,188,Spira,33,CHE,2012,8009,BR,1185,lit,sil,segment de cercle  Lamelle à bord abattu ?,,C9,,,,,,2.0,9.0,,,DI,,"26,6","16,6","2,8",,IN,IN,IN,IN,8009,,,,Lamelle,
79,194,Spira,33,CHE,2012,8015,BR,3744,lit,sil,esquille ,,C11,,,,,,2.0,11.0,8014,,IN,,"9,3","3,8","1,5",,IN,IN,IN,IN,,8015,,,Esquille,
80,199,Spira,33,CHE,2012,8020,BR,315,lit,sil,fragment de lamelle,,D2,,,,,,3.0,2.0,,,PX,,"19,2","11,9","1,6",,LI,PR,PR,AB,,8020,,,Lamelle,
81,200,Spira,33,CHE,2012,8021,BR,315,lit,sil,fragment de lamelle,,D2,,,,,,3.0,2.0,,,ME,,"9,7","10,8",2,,IN,IN,IN,IN,,,,,Lamelle,
82,201,Spira,33,CHE,2012,8022,BR,315,lit,sil,lame corticale,,D2,,,,,,3.0,2.0,1,,PX,,"23,4","13,3","2,9",,LI,PR,PR,PR,,8022,,,Lame,
83,206,Spira,33,CHE,2012,8027,BR,154,lit,sil,nucléus,,D3,,,,,,3.0,3.0,1,,,,"27,2","49,4","38,6",,,,,,,,,,Nucléus,
84,209,Spira,33,CHE,2012,8030,BR,155,lit,sil,lame retouchée ?,,D3,,,,,,3.0,3.0,,,PX,,"23,8",11,"2,3",,IN,PR,IN,IN,,,,,Lame,
85,217,Spira,33,CHE,2012,8038,BR,251,lit,sil,lame retouchée à tronquature,,D5,,,,,,3.0,5.0,1,,PX,,"38,1","16,1","3,3",,LI,PR,PR,AB,8038,,,,Lame,
86,218,Spira,33,CHE,2012,8039,BR,252,lit,sil,lame corticale,,D5,,,,,,3.0,5.0,,,PX,,"36,5","13,8","5,9",,LI,PR,AB,PR,,8039,,,Lame,
87,219,Spira,33,CHE,2012,8040,BR,252,lit,sil,fragment de lamelle,,D5,,,,,,3.0,5.0,1,,ME,,"17,7","11,6","3,5",,IN,IN,IN,IN,,,,,Lamelle,
88,220,Spira,33,CHE,2012,8041,BR,252,lit,sil,fragment de lamelle,,D5,,,,,,3.0,5.0,1,,PX,,"14,8","10,6","2,4",,LI,PR,AB,AB,,,,,Lamelle,
89,224,Spira,33,CHE,2012,8045,BR,253,lit,sil,nucléus,,D5,,,,,,3.0,5.0,,,,,,,,,,,,,,,,,Débris,
90,226,Spira,33,CHE,2012,8047,BR,330,lit,sil,fragment lamelle,,D6,,,,,,3.0,6.0,1,,ME,,"14,8",9,"1,5",,IN,IN,IN,IN,8047,,,,Lamelle,
91,227,Spira,33,CHE,2012,8048,BR,330,lit,sil,fragment lamelle,,D6,,,,,,3.0,6.0,1,,PX,,"22,3","8,7","3,3",,IN,DI,IN,IN,,,,,Lamelle,
92,234,Spira,33,CHE,2012,8055,BR,1202,lit,sil,esquille,,D7,,,,,,3.0,7.0,1,,EN,,"8,4","9,7","1,3",,LI,PR,AB,AB,,,,,Esquille,
93,235,Spira,33,CHE,2012,8056,BR,1202,lit,sil,esquille,,D7,,,,,,3.0,7.0,1,,IN,,"10,7","8,1","0,8",,IN,IN,IN,IN,,,,,Esquille,
94,236,Spira,33,CHE,2012,8057,BR,1203,lit,sil,fragment de lame,,D7,,,,,,3.0,7.0,1,,PX,,"24,9","17,3","2,4",,FA ?,PR,PR,AB,8057,,,,Lame,
95,237,Spira,33,CHE,2012,8058,BR,1204,lit,sil,nucléus,,D7,,,,,,3.0,7.0,1,,,,"31,6","24,5","16,3",,,,,,,,,à voir,Nucléus,
96,238,Spira,33,CHE,2012,8059,BR,1204,lit,sil,esquille,,D7,,,,,,3.0,7.0,1,,IN,,"5,8","7,6","2,3",,IN,IN,IN,IN,,,,,Esquille,
97,240,Spira,33,CHE,2012,8061,BR,1206,lit,sil,nucléus,,D7,,,,,,3.0,7.0,1,,,,"41,3","26,6","24,4",,,,,,,,,"à voir, Nucléus ?",Nucléus,
98,243,Spira,33,CHE,2012,8064,BR,1209,lit,sil,nucléus,,D7,,,,,,3.0,7.0,1,,,,"28,4","21,4","11,2",,,,,,,,,,Nucléus,
99,245,Spira,33,CHE,2012,8066,BR,751,lit,sil,nucléus,,D8,,,,,,3.0,8.0,1,,,,"26,2","36,6","21,1",,,,,,,,,,Nucléus,
100,246,Spira,33,CHE,2012,8067,BR,752,lit,sil,lamelle ?,,D8,,,,,,3.0,8.0,1,,PX,,"25,1","11,5",3,,PU,PR,AB,AB,8067,,,,Lamelle,
101,247,Spira,33,CHE,2012,8068,BR,758,lit,sil,triangle scalène,,D8,,,,,Armature,3.0,8.0,1,Triangle scalène,DI,,"15,7","5,1","2,2",,IN,IN,IN,IN,8068,,,,Éclat,
102,251,Spira,33,CHE,2012,8072,BR,773,lit,sil,fragment de lame retouchée,,D9,,,,,,3.0,9.0,1,,PX,,"16,7","17,9","2,1",,LI,PR,AB,AB,8072,8072,,,Lame,
103,253,Spira,33,CHE,2012,8074,BR,774,lit,sil,fragment de lame,,D9,,,,,,3.0,9.0,,,DI,,"9,3","11,7","1,9",,IN,IN,IN,IN,,,,Mat prem ? outrepassage ?,Lame,
104,254,Spira,33,CHE,2012,8075,BR,774,lit,sil,fragment de lame,,D9,,,,,,3.0,9.0,1,,PX,,"10,3","6,3","1,4",,LI,PR,AB,AB,,,,,Lamelle,
105,256,Spira,33,CHE,2012,8077,BR,786,lit,sil,lame tronquée,,D10,,,,,,3.0,10.0,1,,ME,,"20,9","20,4","7,8",,IN,IN,IN,IN,8077,,,,Lame,
106,265,Spira,33,CHE,2012,8087,BR,1499,lit,sil,lame corticale retouchée,,E3,,,,,,4.0,3.0,1,,PX,,"25,9","11,6","2,2",,LI,PR,AB,PR,8087,8087,,,Lame,
107,270,Spira,33,CHE,2012,8092,BR,1420,lit,sil,esquille,,E4,,,,,,4.0,4.0,,,ME,,10,"10,3","2,6",,IN,IN,IN,IN,,,,Mat prem ? mésial ?,Esquille,
108,271,Spira,33,CHE,2012,8093,BR,1421,lit,sil,lamelle,,E4,,,,,,4.0,4.0,1,,ME,,18,"8,4","2,7",,IN,IN,IN,IN,,,,,Lamelle,
109,273,Spira,33,CHE,2012,8095,BR,2011,lit,sil,fragment lame Montbani,,E4,,,,,,5.0,4.0,1,,PX,,"25,9","17,5","3,1",,LI,PR,AB,AB,8095,,,,Lame,
110,274,Spira,33,CHE,2012,8096,BR,2012,lit,sil,nucléus,,E4,,,,,,5.0,4.0,,,,,"32,7","25,9","10,3",,,,,,,,,"à voir, nucléus ? Mat prem ?",Nucléus,
111,275,Spira,33,CHE,2012,8097,BR,1911,lit,sil,lamelle,,E5,,,,,,4.0,5.0,1,,PX,,"22,8","11,1","1,9",,IN,PR,IN,IN,,,,,Lamelle,
112,276,Spira,33,CHE,2012,8098,BR,1911,lit,sil,fragment lamelle  ,,E5,,,,,,4.0,5.0,1,,DI,,"9,2","14,2",2,,IN,IN,IN,IN,,,,,Lamelle,
113,277,Spira,33,CHE,2012,8099,BR,1911,lit,sil,esquille corticale,,E5,,,,,,4.0,5.0,1,,PX,,"5,4","8,5","2,5",,LI,PR,AB,AB,,8099,,,Esquille,
114,278,Spira,33,CHE,2012,8100,BR,1911,lit,sil,esquille corticale,,E5,,,,,,4.0,5.0,1,,IN,,"17,1","8,9","6,1",,IN,IN,IN,IN,,8100,,,Esquille,
115,279,Spira,33,CHE,2012,8101,BR,1920,lit,sil,nucléus,,E5,,,,,,4.0,5.0,,,,,"31,1","41,2","23,2",,,,,,,,,,Nucléus,
116,281,Spira,33,CHE,2012,8103,BR,1585,lit,sil,1 nucléus,,E7,,,,,,4.0,7.0,,,,,"45,6","31,4",23,,,,,,,,,"à voir, Mat prem ? Nucléus ?",Nucléus,
117,283,Spira,33,CHE,2012,8105,BR,2270,lit,sil,pointe à retouches denticulées sur 1 côté,,E7,,,,,Armature,4.0,7.0,1,Armature denticulée,PX,,24,"14,3","3,1",,PU,DI,AB,AB,8105,,,pointe denticulée ? néolithique ?,Éclat,
118,284,Spira,33,CHE,2012,8106,BR,1214,lit,sil,chaillle,,E8,,,,,,4.0,8.0,,,,,,,,,,,,,,,,,Débris,
119,287,Spira,33,CHE,2012,8109,BR,2075,lit,sil,grattoir unguiforme,,F2,,,,,,5.0,2.0,1,Grattoir unguiforme,DI,,"15,1","19,3","6,6",,IN,IN,IN,IN,8109,,,Bout de lame ? unguiforme ?,Lame,
120,290,Spira,33,CHE,2012,8112,BR,1996,lit,sil,nucléus,,F4,,,,,,5.0,4.0,1,,,,"36,2","31,4","18,3",,,,,,,,,,Nucléus,
121,298,Spira,33,CHE,2012,8120,BR,1943,lit,sil,flanc de nucléus,,F5,,,,,,5.0,5.0,1,,,,"15,6","29,1","20,7",,,,,,,,,"à voir, Nucléus testé ?",Nucléus,
122,299,Spira,33,CHE,2012,8121,BR,1944,lit,sil,flanc de nucléus,,F5,,,,,,5.0,5.0,1,,,,"18,1","51,2","17,3",,,,,,,,,"à voir, Nucléus ? car préparation de plan au sommet ?",Nucléus,
123,302,Spira,33,CHE,2012,8124,BR,1566,lit,sil,lamelle,,F6,,,,,,5.0,6.0,1,,DI,,"13,1","15,5","6,6",,,,,,,,,,Éclat,
124,306,Spira,33,CHE,2012,8128,BR,2285,lit,sil,esquille,,F7,,,,,,5.0,7.0,1,,EN,,"14,6","11,9","1,4",,LI,PR,AB,PR,,,,,Esquille,
125,307,Spira,33,CHE,2012,8129,BR,2386,lit,sil,nucléus ?,,F7,,,,,,5.0,7.0,,,,,,,,,,,,,,,,Nucléus ?,Débris,
126,310,Spira,33,CHE,2012,8133,BR,2166,lit,sil,lamelle à encoche,,G2,,,,,,6.0,2.0,1,,PX,,"29,2","11,2","3,3",,DI,PR,AB,PR,8133,,,,Lamelle,
127,311,Spira,33,CHE,2012,8134,BR,189,lit,sil,écalt cortical,,G3,,,,,,6.0,3.0,1,,EN,,"51,6","24,3","9,1",,CO,PR,AB,PR,,8134,,,Éclat,
128,312,Spira,33,CHE,2012,8135,BR,190,lit,sil,flanc de nucléus,,G3,,,,,,6.0,3.0,1,,,,"28,1",26,"8,6",,,,,,,,,"à voir, plan de frappe ?",Nucléus,
129,315,Spira,33,CHE,2012,8138,BR,2129,lit,sil,pièce esquillée,,G3,,,,,,6.0,3.0,1,,DI,,"23,7","19,5","6,7",,IN,IN,IN,IN,8138,8138,,Lame ? Grattoir ?,Lame,
130,317,Spira,33,CHE,2012,8140,BR,2037,lit,sil,nucléus,,G4,,,,,,6.0,4.0,,,,,"13,9","21,4","23,6",,,,,,,,,Mat prem ?,Nucléus,
131,318,Spira,33,CHE,2012,8141,BR,2037,lit,sil,lamellle,,G4,,,,,,6.0,4.0,1,,PX,,"22,5",10,2,,LI,PR,AB,AB,,,,,Lamelle,
132,319,Spira,33,CHE,2012,8142,BR,76,lit,sil,flanc de nucléus,,G5,,,,,,6.0,5.0,1,,EN,,"21,2","17,7","6,2",,PU,DI,AB,AB,,8142,,,Éclat,
133,320,Spira,33,CHE,2012,8143,BR,2264,lit,sil,nucléus,,G5,,,,,,6.0,5.0,,,,,"28,8","37,7","16,8",,,,,,,,,Mat prem ?,Nucléus,
134,322,Spira,33,CHE,2012,8145,BR,2246,lit,sil,grattoir unguiforme,,G6,,,,,,6.0,6.0,1,grattoir unguiforme,EN,,"25,5","25,5","7,4",,CO,PR,PR,PR,8145,8145,,grattoir,Éclat,
135,323,Spira,33,CHE,2012,8146,BR,49,lit,sil,lame corticale à encoche,,G9,,,,,,6.0,9.0,,,PX,,"62,2","13,3","3,7",,PU,PR,AB,PR,8146,8146,,Mat prem ?,Lame,
136,324,Spira,33,CHE,2012,8147,BR,643,lit,sil,lamelle à encoche (burin?),,G9,,,,,,6.0,9.0,1,,EN,,"26,8","10,9","3,7",,LI,DI,AB,AB,8147,8147,,Lamelle ou éclat ?,Lamelle,
